DOM1	AGGR_STRATUM	X1	X2	X3	X4	X5	X6
1	22	6	2	2	1	1	1
1	22	8	2	1	1	2	1
1	23	5	1	1	1	1	1
1	23	5	1	1	1	1	2
1	23	6	1	1	1	2	1
1	24	5	1	3	1	1	2
1	25	6	1	1	1	1	1
1	25	6	1	2	1	1	1
1	25	6	1	2	1	2	1
1	25	6	2	1	1	2	1
1	25	8	1	2	1	2	2
1	25	9	1	1	1	2	1
1	25	9	2	1	3	1	1
1	25	9	3	3	2	2	2
1	26	6	1	3	1	1	2
1	26	6	2	1	1	1	1
1	26	6	3	2	1	1	1
1	27	6	1	3	1	1	3
1	27	9	1	1	1	1	1
1	28	6	2	2	2	2	1
1	29	9	1	1	1	2	2
1	30	9	3	2	2	2	2
2	1	1	1	1	1	1	1
2	1	5	1	2	1	1	1
2	1	6	1	1	1	1	2
2	1	8	2	2	1	1	1
2	2	1	1	2	1	1	1
2	2	6	3	2	3	1	1
2	3	1	2	1	1	1	1
2	3	3	1	2	1	1	1
2	3	5	1	1	1	1	1
2	3	8	1	2	1	1	2
2	3	9	1	3	1	2	2
2	3	9	2	2	1	2	2
2	3	13	1	1	1	2	2
2	4	1	2	1	2	1	1
2	4	4	2	3	1	1	1
2	4	5	1	1	1	1	2
2	4	5	1	3	1	1	1
2	4	5	3	2	3	2	1
2	4	8	2	1	1	1	1
2	4	8	3	2	2	2	1
2	4	9	1	1	1	1	1
2	4	9	3	3	3	2	2
2	4	10	1	2	1	2	2
2	4	10	2	3	1	2	1
2	4	13	1	1	1	2	1
2	4	15	2	1	1	2	2
2	5	1	2	2	1	1	1
2	5	1	3	1	2	1	1
2	5	2	1	1	1	1	1
2	5	2	1	2	1	1	1
2	5	2	2	2	1	1	1
2	5	2	2	2	2	1	1
2	5	3	1	1	1	1	1
2	5	3	1	3	1	1	1
2	5	4	3	2	3	1	1
2	5	4	3	3	1	1	1
2	5	5	2	3	1	1	1
2	5	5	3	2	3	1	1
2	5	6	2	2	1	2	1
2	5	6	2	3	2	1	1
2	5	6	3	2	3	2	1
2	5	7	1	3	1	1	2
2	5	7	2	2	3	2	1
2	5	7	3	2	2	2	2
2	5	8	1	2	1	2	1
2	6	8	1	1	1	1	1
2	6	10	1	1	1	1	2
2	6	11	1	1	1	2	2
2	6	11	1	2	1	2	2
2	6	11	1	3	1	2	1
2	6	11	2	2	1	2	2
2	6	12	1	2	1	2	2
2	6	12	2	2	1	2	3
2	7	10	1	1	1	2	2
2	7	10	2	1	1	2	2
2	7	11	3	3	1	2	2
2	7	13	1	1	1	2	3
2	8	9	1	2	1	2	2
2	8	12	1	1	1	2	1
2	9	8	2	2	1	2	2
2	9	12	2	1	1	2	2
2	10	4	2	1	2	1	1
2	10	7	2	2	1	2	1
2	10	8	1	1	1	2	2
2	10	13	2	2	1	2	2
2	10	15	1	1	1	2	2
2	10	15	1	2	1	2	3
2	10	15	2	1	1	2	3
2	10	15	2	3	1	2	2
2	10	15	2	3	2	2	2
2	10	17	2	3	1	3	3
2	11	2	2	1	1	1	1
2	11	2	3	1	2	1	1
2	11	3	2	2	1	1	1
2	11	6	2	2	1	1	1
2	11	6	2	2	2	2	1
2	11	6	2	3	1	1	1
2	11	6	3	3	3	2	1
2	11	7	1	1	1	1	2
2	12	2	2	1	2	1	1
2	12	2	3	2	2	1	1
2	12	3	2	1	1	1	1
2	12	3	2	2	2	1	1
2	12	3	2	3	1	1	1
2	12	3	3	1	2	1	1
2	12	3	3	2	2	1	1
2	12	4	1	1	1	1	1
2	12	4	1	2	1	1	1
2	12	4	2	2	1	1	1
2	12	4	3	2	2	1	1
2	12	4	3	3	2	1	1
2	12	5	2	2	1	1	1
2	12	5	2	2	2	1	1
2	12	6	1	1	1	1	1
2	12	6	1	2	1	1	1
2	12	7	1	2	1	1	1
2	12	8	2	2	2	2	2
2	12	8	2	3	1	2	1
2	12	8	3	3	2	2	2
2	12	9	3	3	3	2	1
2	13	2	2	3	1	1	1
2	13	2	2	3	2	1	1
2	13	3	2	1	2	1	1
2	13	4	1	1	1	1	2
2	13	4	2	1	1	1	1
2	13	4	2	1	1	1	2
2	13	4	2	2	2	1	1
2	13	5	1	2	1	1	2
2	13	5	2	1	1	1	1
2	13	5	2	2	1	1	2
2	13	5	3	3	2	2	1
2	13	6	1	3	1	1	1
2	13	7	2	1	1	1	1
2	13	7	2	2	1	1	1
2	13	7	3	2	3	2	1
2	13	8	1	1	1	1	2
2	13	8	1	2	1	1	1
2	13	8	1	3	1	2	2
2	13	8	2	2	1	2	1
2	13	9	2	3	1	2	2
2	14	5	3	3	3	1	1
2	14	7	1	1	1	1	1
2	14	7	1	1	1	2	2
2	14	7	1	2	1	1	2
2	14	7	2	3	1	2	1
2	15	9	1	1	1	2	1
2	15	9	2	2	1	2	1
3	1	1	1	1	1	1	1
3	1	2	1	2	1	1	1
3	1	5	2	2	1	1	1
3	1	7	1	2	1	1	1
3	2	10	1	1	1	1	1
3	2	10	1	1	1	2	1
3	3	5	2	1	1	1	1
3	3	10	1	1	1	2	2
3	3	17	1	1	1	3	3
3	4	10	1	2	1	2	1
3	4	11	1	1	1	1	2
3	5	6	1	1	1	1	1
3	5	6	1	2	1	1	1
3	5	7	1	1	1	1	2
3	5	7	1	2	1	1	2
3	5	10	1	2	1	2	2
3	5	10	2	2	1	2	2
3	5	11	1	1	1	2	1
3	5	11	2	2	1	2	2
3	5	12	1	1	1	2	1
3	6	11	1	1	1	2	2
3	6	12	1	1	1	2	3
3	6	13	1	1	1	2	2
3	7	7	1	1	1	1	1
3	7	8	1	2	1	2	1
3	7	9	1	1	1	1	2
3	7	9	1	2	1	2	2
3	7	11	1	2	1	2	2
3	7	12	1	2	1	2	2
3	7	12	2	1	1	2	2
3	8	6	2	2	1	1	1
3	8	8	1	2	1	1	2
3	8	13	1	1	1	2	1
3	8	13	2	1	1	2	3
3	9	8	1	1	1	2	1
3	9	13	2	1	1	2	2
3	10	2	1	1	1	1	1
3	11	2	2	2	1	1	1
3	11	5	1	1	1	1	2
3	12	3	1	1	1	1	1
3	12	3	1	1	1	1	2
3	12	3	1	2	1	1	1
3	12	4	1	1	1	1	1
3	12	8	2	1	1	1	2
3	13	3	2	1	1	1	1
3	14	3	2	2	1	1	1
3	14	4	2	1	1	1	1
3	14	5	1	1	1	1	1
3	14	6	1	1	1	1	2
3	14	6	1	3	1	1	2
3	15	4	1	1	1	1	2
3	15	8	1	1	1	1	1
3	15	8	1	1	1	2	2
3	15	9	1	1	1	1	1
3	16	4	1	2	1	1	1
3	16	5	1	2	1	1	1
3	16	8	1	1	1	1	2
3	17	8	1	2	1	1	1
3	18	8	2	2	1	2	1
3	19	9	1	1	1	2	2
3	19	9	2	2	1	2	1
4	1	1	1	1	1	1	1
4	2	8	1	2	1	2	2
4	2	10	1	1	1	2	1
4	2	10	1	2	1	2	1
4	2	13	1	2	1	2	2
4	2	13	2	2	1	2	2
4	3	7	1	2	1	1	1
4	3	8	1	1	1	1	1
4	3	8	1	2	1	2	1
4	3	9	1	1	1	2	1
4	3	10	1	2	1	1	2
4	3	12	2	3	1	2	2
4	4	2	1	1	1	1	1
4	4	2	1	2	1	1	1
4	4	4	1	2	1	1	1
4	4	5	1	1	1	1	1
4	4	6	1	1	1	1	1
4	4	6	1	2	1	1	1
4	4	7	1	1	1	1	2
4	4	10	1	2	1	2	2
4	4	11	2	3	1	2	2
4	4	12	1	2	1	2	2
4	5	6	1	2	1	1	2
4	5	9	1	2	1	2	1
4	5	10	1	3	1	2	1
4	5	10	2	3	1	2	2
4	5	11	1	1	1	2	1
4	5	11	1	1	1	2	2
4	5	11	1	2	1	2	1
4	5	11	1	2	1	2	2
4	5	12	1	1	1	2	1
4	5	12	1	1	1	2	2
4	5	12	1	2	1	2	1
4	5	12	1	2	1	2	3
4	5	12	2	2	1	2	2
4	5	13	1	1	1	2	1
4	5	14	1	1	1	2	2
4	6	8	1	1	1	1	2
4	6	8	1	1	1	2	1
4	6	9	1	1	1	1	1
4	6	14	1	2	1	2	2
4	6	14	2	3	1	2	2
4	7	16	3	3	1	3	3
4	8	18	3	2	1	3	3
4	9	3	1	1	1	1	1
4	9	3	1	2	1	1	1
4	9	4	1	1	1	1	1
4	9	5	1	1	1	1	2
4	9	5	1	2	1	1	1
4	9	5	3	2	1	1	1
4	9	6	1	1	1	1	2
4	9	6	2	2	1	1	1
4	9	7	1	1	1	1	1
4	9	7	1	2	1	1	2
4	9	7	2	2	1	1	1
4	9	7	2	2	1	1	2
4	9	7	2	3	1	1	1
4	9	8	1	2	1	1	1
4	9	8	1	2	1	1	2
4	9	9	1	1	1	1	2
5	1	1	1	1	1	1	1
5	1	1	3	2	3	1	1
5	1	5	2	1	1	1	1
5	1	5	2	2	1	1	1
5	2	1	1	1	2	1	1
5	2	2	1	2	2	1	1
5	2	4	2	1	1	1	1
5	2	4	2	1	3	1	1
5	2	6	2	2	1	1	2
5	2	7	2	1	1	1	2
5	2	7	2	2	1	1	1
5	2	11	1	1	1	2	2
5	3	1	1	1	3	1	1
5	4	1	1	2	3	1	1
5	4	8	1	1	2	2	1
5	5	1	2	1	1	1	1
5	5	3	1	3	1	1	1
5	5	3	2	1	2	1	1
5	5	3	2	1	3	1	1
5	5	3	2	2	2	1	1
5	5	4	1	3	1	1	1
5	5	6	1	2	1	1	2
5	6	1	2	1	2	1	1
5	6	9	1	1	1	2	1
5	7	1	2	1	3	1	1
5	7	1	2	2	1	1	1
5	7	10	1	3	1	2	2
5	8	1	3	1	1	1	1
5	8	6	2	2	2	1	2
5	8	7	1	3	1	2	1
5	8	9	1	1	1	2	2
5	8	10	1	1	1	2	2
5	8	12	1	1	1	2	2
5	9	10	1	1	1	1	1
5	9	10	1	2	1	2	1
5	9	11	1	2	1	2	2
5	9	12	1	2	1	2	2
5	9	13	2	2	1	2	2
5	10	2	3	1	1	1	1
5	10	5	2	1	2	1	2
5	10	5	2	2	2	1	1
5	10	9	1	2	1	2	1
5	10	10	1	2	1	1	2
5	10	10	1	2	1	2	2
5	10	10	2	3	1	2	2
5	10	10	3	3	3	2	2
5	10	11	1	3	1	2	2
5	10	11	2	3	1	2	2
5	11	6	3	2	3	1	1
5	11	11	3	3	3	2	2
5	11	13	1	1	1	2	2
5	11	13	1	3	1	2	2
5	12	13	2	3	1	2	2
5	13	14	2	3	1	2	3
5	14	7	1	2	1	1	1
5	14	15	2	2	1	2	3
5	15	16	2	3	1	3	3
5	16	2	1	1	1	1	1
5	16	2	1	2	1	1	1
5	16	2	3	1	2	1	1
5	16	2	3	2	2	1	1
5	16	7	2	3	2	1	1
5	17	2	2	1	1	1	1
5	17	2	2	1	2	1	1
5	17	6	1	3	1	1	1
5	17	8	1	2	1	1	2
5	18	2	2	2	1	1	1
5	19	2	3	1	3	1	1
5	19	7	1	2	1	1	2
5	19	7	2	1	2	1	2
5	19	7	2	2	2	1	2
5	19	8	1	3	1	2	1
5	20	2	3	2	3	1	1
5	20	3	1	2	1	1	1
5	20	3	2	1	1	1	1
5	20	4	2	2	1	1	1
5	20	6	3	2	2	1	1
5	20	7	2	2	2	1	1
5	20	8	2	2	2	1	1
5	20	8	3	3	2	2	1
5	21	3	1	1	1	1	1
5	21	4	1	2	1	1	1
5	21	4	3	2	2	1	1
5	21	6	3	3	1	1	1
5	21	8	2	3	1	2	2
5	22	3	2	2	1	1	1
5	22	3	3	1	1	1	1
5	22	3	3	2	2	1	1
5	22	4	2	2	3	1	1
5	22	5	3	1	1	1	1
5	22	6	1	2	1	1	1
5	22	6	2	1	2	1	1
5	22	6	2	2	1	1	1
5	22	7	1	1	1	1	1
5	22	7	1	1	1	1	2
5	22	8	3	2	2	1	1
5	23	3	2	2	3	1	1
5	23	4	1	1	1	1	1
5	24	3	2	3	1	1	1
5	24	4	3	1	1	1	1
5	24	4	3	1	3	1	1
5	24	4	3	2	3	1	1
5	24	5	1	2	1	1	1
5	24	6	2	1	1	1	1
5	24	9	1	2	1	2	2
5	24	9	2	3	2	2	2
5	25	3	3	2	3	1	1
5	25	5	3	2	3	1	1
5	25	6	2	2	2	2	1
5	25	6	2	3	1	1	1
5	25	8	1	2	1	2	2
5	26	4	2	1	2	1	1
5	26	5	1	3	1	1	1
5	26	5	2	3	1	1	1
5	26	5	3	3	2	1	1
5	26	7	3	2	3	2	1
5	27	4	2	2	2	1	1
5	27	4	2	3	1	1	1
5	27	5	2	1	2	1	1
5	27	6	1	1	1	1	2
5	27	7	1	3	1	1	1
5	27	7	1	3	1	1	2
5	27	8	1	1	1	1	2
5	27	8	2	2	2	2	1
5	28	5	1	1	1	1	1
5	28	8	1	2	1	2	1
5	29	5	2	3	2	1	1
5	29	8	3	2	2	1	2
5	30	5	3	2	2	1	1
5	30	6	1	1	1	1	1
5	30	6	2	3	2	1	1
5	30	8	3	3	3	2	2
5	31	6	2	1	2	1	2
5	32	9	2	2	1	1	2
6	1	1	1	1	1	1	1
6	1	2	3	3	1	1	1
6	1	3	1	1	1	1	1
6	1	3	2	2	2	1	1
6	1	4	1	3	1	1	1
6	1	4	3	2	1	1	1
6	1	6	1	3	1	1	1
6	1	7	2	3	1	1	1
6	1	7	3	2	2	1	1
6	1	9	1	1	1	2	1
6	2	1	1	1	2	1	1
6	3	1	1	1	3	1	1
6	3	8	1	1	1	1	2
6	4	1	2	1	1	1	1
6	5	1	2	1	2	1	1
6	6	7	1	2	1	2	1
6	6	7	2	1	1	1	2
6	6	10	1	1	1	1	2
6	6	10	1	1	1	2	2
6	6	10	1	2	1	1	2
6	6	10	1	2	1	2	2
6	6	10	2	2	1	1	2
6	6	10	2	2	1	2	1
6	6	11	1	1	1	2	1
6	6	11	2	3	1	2	2
6	7	5	3	2	3	1	1
6	7	7	3	3	2	1	1
6	7	8	2	3	1	1	1
6	7	8	2	3	1	2	1
6	7	9	1	1	1	1	1
6	7	11	3	3	2	2	2
6	7	12	1	2	1	2	1
6	8	12	1	2	1	2	2
6	8	13	1	2	1	2	2
6	9	2	2	1	1	1	1
6	9	6	2	2	2	1	1
6	9	8	2	2	1	1	2
6	9	12	1	3	1	2	2
6	9	12	3	3	2	2	2
6	9	13	2	3	1	2	2
6	9	14	1	2	1	2	3
6	9	14	2	2	1	2	2
6	9	16	1	1	1	2	2
6	10	2	1	1	1	1	1
6	10	2	2	1	2	1	1
6	10	3	2	1	3	1	1
6	10	4	2	2	1	1	1
6	10	8	1	3	1	1	1
6	11	2	1	2	1	1	1
6	11	2	2	2	1	1	1
6	11	2	2	2	2	1	1
6	11	2	3	1	2	1	1
6	11	3	1	2	1	1	1
6	11	4	1	2	1	1	1
6	11	4	2	3	2	1	1
6	11	5	1	1	1	1	1
6	11	5	1	2	1	1	2
6	11	5	1	3	1	1	1
6	11	5	2	3	1	1	1
6	11	6	1	1	1	1	1
6	11	6	1	2	1	1	2
6	11	6	2	2	1	1	1
6	11	6	3	3	2	2	1
6	11	7	1	2	1	1	2
6	11	7	2	2	1	1	1
6	11	7	2	2	2	1	1
6	11	7	2	3	1	2	2
6	11	8	1	2	1	1	1
6	11	8	2	1	1	1	1
6	11	9	1	2	1	1	2
6	11	9	1	3	1	1	2
6	11	9	2	3	1	2	2
6	12	3	2	1	2	1	1
6	12	3	3	3	2	1	1
6	12	4	1	1	1	1	1
6	12	4	2	1	2	1	1
6	12	5	1	2	1	1	1
6	12	5	2	1	1	1	1
6	12	5	2	2	2	1	1
6	12	6	1	2	1	1	1
6	12	6	3	3	2	1	1
6	12	7	1	2	1	1	1
6	12	7	3	2	3	1	1
6	12	8	2	2	1	1	1
6	12	8	3	2	2	1	2
6	12	9	1	3	1	2	1
6	12	9	2	3	1	2	1
6	13	3	2	2	1	1	1
6	13	4	1	1	3	1	1
6	13	4	2	1	1	1	1
6	13	4	2	3	1	1	1
6	13	4	3	3	3	2	1
6	13	5	1	1	1	1	2
6	13	5	2	2	1	1	1
6	13	5	3	2	2	1	1
6	13	6	2	3	1	1	2
6	13	7	1	1	1	1	2
6	13	7	3	2	2	2	1
6	13	8	3	3	3	2	1
6	13	9	2	2	1	2	1
7	1	1	1	1	1	1	1
7	1	3	2	1	1	1	2
7	2	1	1	1	2	1	1
7	2	3	2	1	1	1	1
7	2	3	3	1	1	1	1
7	3	1	2	1	1	1	1
7	3	1	3	1	1	1	1
7	3	3	1	1	1	1	1
7	3	3	3	1	2	1	1
7	4	1	2	1	2	1	1
7	4	2	2	1	1	1	1
7	4	6	1	1	1	1	2
7	5	10	1	1	1	1	1
7	5	10	1	1	1	2	2
7	5	12	2	2	1	2	2
7	5	13	2	1	1	2	2
7	6	14	2	1	1	2	1
7	7	2	1	1	1	1	1
7	7	2	2	1	2	1	1
7	8	2	3	1	2	1	1
7	9	3	1	1	1	1	2
7	9	4	1	1	1	1	1
7	9	4	3	1	3	1	1
7	9	7	2	1	1	1	2
7	9	8	1	1	1	1	1
7	9	9	1	1	1	2	2
7	9	9	2	1	1	2	2
7	9	9	3	1	1	2	2
7	10	4	1	1	1	1	2
7	10	5	1	1	1	1	1
7	11	4	2	1	1	1	1
7	11	4	3	1	1	1	1
7	11	7	1	1	1	1	1
7	11	7	1	1	1	1	2
7	11	8	1	1	1	2	1
7	11	9	1	1	1	1	1
7	11	9	1	1	1	2	1
7	12	5	1	1	1	1	2
7	12	5	2	1	1	1	1
7	12	6	1	1	1	1	1
