DOMAINVALUE	STRATUM	PROGR	REG	X1	X2	X3	X4	X5	X6	ID	Y1	Y2	Y3	Y4	LABEL
1	1*1*1*1*1*1	2609	1	1	1	1	1	1	1	Les Clees	40	33	63	18	1
1	1*1*1*1*1*1	2421	1	1	1	1	1	1	1	Oron-le-Chatel	67	70	82	14	1
1	1*1*1*1*1*1	2449	1	1	1	1	1	1	1	Ferreyres	67	61	78	16	1
1	1*1*1*1*1*1	2410	1	1	1	1	1	1	1	Juriens	62	52	75	48	1
1	1*1*1*1*1*1	2735	1	1	1	1	1	1	1	Treytorrens (Payerne)	19	21	42	20	1
1	1*1*1*1*1*1	2290	1	1	1	1	1	1	1	Bioley-Orjulaz	85	84	77	42	1
1	1*1*1*1*1*1	2252	1	1	1	1	1	1	1	Epesses	84	86	95	43	1
1	1*1*1*1*1*1	2495	1	1	1	1	1	1	1	Bretonnieres	50	54	64	32	1
1	1*1*1*1*1*1	2294	1	1	1	1	1	1	1	Hermenches	66	83	89	46	1
1	1*1*1*1*1*1	2860	1	1	1	1	1	1	1	Ausserbinn	13	9	18	7	1
1	1*1*1*1*1*1	2620	1	1	1	1	1	1	1	Lovatens	50	33	40	28	1
1	1*1*1*1*1*1	2270	1	1	1	1	1	1	1	Riex	61	83	111	45	1
1	1*1*1*1*1*1	2743	1	1	1	1	1	1	1	Vugelles-La Mothe	29	22	32	16	1
1	1*1*1*1*1*1	2420	1	1	1	1	1	1	1	Chavannes-le-Chene	61	61	77	34	1
1	1*1*1*1*1*1	2677	1	1	1	1	1	1	1	Essert-Pittet	24	32	51	18	1
1	1*1*1*1*1*1	2422	1	1	1	1	1	1	1	Sugnens	56	67	80	30	1
1	1*1*1*1*1*1	2760	1	1	1	1	1	1	1	Naz	38	27	21	5	1
1	1*1*1*1*1*1	2827	1	1	1	1	1	1	1	Malapalud	17	17	18	9	1
1	1*1*1*1*1*1	2630	1	1	1	1	1	1	1	Greich	29	35	61	19	1
1	1*1*1*1*1*1	2709	1	1	1	1	1	1	1	Gossens	30	32	29	22	1
1	1*1*1*1*1*1	2387	1	1	1	1	1	1	1	Dompierre (VD)	72	57	66	51	1
1	1*1*1*1*1*1	2428	1	1	1	1	1	1	1	Henniez	43	52	96	39	1
1	1*1*1*1*1*1	2878	1	1	1	1	1	1	1	Arrissoules	8	15	7	7	1
1	1*1*1*1*1*1	2188	1	1	1	1	1	1	1	Bussy-Chardonney	91	95	122	29	1
1	1*1*1*1*1*1	2847	1	1	1	1	1	1	1	Cremin	14	13	12	12	1
1	1*1*1*1*1*1	2634	1	1	1	1	1	1	1	Sedeilles	29	44	43	28	1
1	1*1*1*1*1*1	2517	1	1	1	1	1	1	1	Severy	43	67	61	22	1
1	1*1*1*1*1*1	2486	1	1	1	1	1	1	1	Orges	43	70	56	34	1
1	1*1*1*1*1*1	2638	1	1	1	1	1	1	1	Clarmont	33	41	47	21	1
1	1*1*1*1*1*1	2745	1	1	1	1	1	1	1	Novalles	29	25	32	13	1
1	1*1*1*1*1*1	2765	1	1	1	1	1	1	1	Chaneaz	22	26	25	14	1
1	1*1*1*1*1*1	2887	1	1	1	1	1	1	1	Steinhaus	7	7	10	9	1
1	1*1*1*1*1*1	2775	1	1	1	1	1	1	1	Eclagnens	14	20	22	27	1
1	1*1*1*1*1*1	2643	1	1	1	1	1	1	1	Gressy	35	47	42	15	1
1	1*1*1*1*1*1	2284	1	1	1	1	1	1	1	Lax	67	77	112	34	1
1	1*1*1*1*1*1	2770	1	1	1	1	1	1	1	Mauborget	15	18	40	12	1
1	1*1*1*1*1*1	2646	1	1	1	1	1	1	1	Forel-sur-Lucens	44	26	42	25	1
1	1*1*1*1*1*1	2660	1	1	1	1	1	1	1	Essert-sous-Champvent	29	57	30	16	1
1	1*1*1*1*1*1	2798	1	1	1	1	1	1	1	La Rogivue	18	21	23	10	1
1	1*1*1*1*1*1	2813	1	1	1	1	1	1	1	Bussigny-sur-Oron	22	12	27	6	1
1	1*1*1*1*1*1	2433	1	1	1	1	1	1	1	Ogens	64	49	76	38	1
1	1*1*1*1*1*1	2675	1	1	1	1	1	1	1	Prahins	40	23	42	21	1
1	1*1*1*1*1*1	2292	1	1	1	1	1	1	1	Ferden	64	96	76	50	1
1	1*1*1*1*1*1	2657	1	1	1	1	1	1	1	Demoret	46	24	38	25	1
1	1*1*1*1*1*1	2778	1	1	1	1	1	1	1	Muhlebach	18	22	28	13	1
1	1*1*1*1*1*1	2815	1	1	1	1	1	1	1	Pizy	15	16	21	13	1
1	1*1*1*1*1*1	2470	1	1	1	1	1	1	1	Sottens	45	70	70	25	1
1	1*1*1*1*1*1	2350	1	1	1	1	1	1	1	Essertes	60	89	85	25	1
1	1*1*1*1*1*1	2633	1	1	1	1	1	1	1	Vernamiege	20	27	47	50	1
1	1*1*1*1*1*1	2698	1	1	1	1	1	1	1	Syens	24	34	44	15	1
1	1*1*1*1*1*1	2808	1	1	1	1	1	1	1	Mezery-pres-Donneloye	24	24	17	4	1
1	1*1*1*1*1*1	2686	1	1	1	1	1	1	1	Villars-le-Comte	25	18	47	32	1
1	1*1*1*1*1*1	2880	1	1	1	1	1	1	1	Romairon	10	4	15	8	1
1	1*1*1*1*1*1	2729	1	1	1	1	1	1	1	Mex (VS)	37	21	35	13	1
1	1*1*1*1*1*1	2845	1	1	1	1	1	1	1	Oulens-sur-Lucens	14	11	15	12	1
1	1*1*1*1*1*1	2829	1	1	1	1	1	1	1	Sarzens	13	20	14	13	1
1	1*1*1*1*1*1	2791	1	1	1	1	1	1	1	Montaubion-Chardonney	14	17	31	12	1
1	1*1*1*1*1*1	2468	1	1	1	1	1	1	1	Chevilly	55	74	54	28	1
1	1*1*1*1*1*1	2444	1	1	1	1	1	1	1	Oleyres	75	48	75	25	1
1	1*1*1*1*1*1	2322	1	1	1	1	1	1	1	Les Agettes	68	66	87	49	1
1	1*1*1*1*1*1	2767	1	1	1	1	1	1	1	Rovray	22	21	28	16	1
1	1*1*1*1*1*1	2688	1	1	1	1	1	1	1	Denezy	19	27	40	36	1
1	1*1*1*1*1*1	2805	1	1	1	1	1	1	1	Niederwald	13	16	25	16	1
1	1*1*1*1*1*1	2202	1	1	1	1	1	1	1	Ecoteaux	73	91	113	54	1
1	1*1*1*1*1*1	2375	1	1	1	1	1	1	1	Bournens	56	60	100	35	1
1	1*1*1*1*1*1	2696	1	1	1	1	1	1	1	Villars-Bramard	37	37	32	12	1
1	1*1*1*1*1*1	2443	1	1	1	1	1	1	1	Agiez	53	52	78	41	1
1	1*1*1*1*1*1	2360	1	1	1	1	1	1	1	Fieschertal	65	76	72	42	1
1	1*1*1*1*1*1	2858	1	1	1	1	1	1	1	Mauraz	10	15	13	10	1
1	1*1*1*1*1*1	2132	1	1	1	1	1	1	1	Bremblens	89	90	138	43	1
1	1*1*1*1*1*1	2605	1	1	1	1	1	1	1	Montmagny	43	41	47	25	1
1	1*1*1*1*1*1	2726	1	1	1	1	1	1	1	Sergey	33	33	30	12	1
1	1*1*1*1*1*1	2466	1	1	1	1	1	1	1	Boulens	60	46	73	32	1
1	1*1*1*1*1*1	2816	1	1	1	1	1	1	1	Geschinen	12	10	18	25	1
1	1*1*1*1*1*1	2697	1	1	1	1	1	1	1	La Praz	28	22	48	19	1
1	1*1*1*1*1*1	2415	1	1	1	1	1	1	1	L'Abergement	78	53	76	28	1
1	1*1*1*1*1*2	2126	1	1	1	1	1	1	2	Aclens	98	106	116	43	2
1	1*1*1*2*1*1	2451	1	1	1	1	2	1	1	Ulrichen	53	64	69	35	3
1	1*1*1*2*1*1	2346	1	1	1	1	2	1	1	Albinen	61	64	71	65	3
1	1*1*2*1*1*1	2507	1	1	1	2	1	1	1	Chavannes-sur-Moudon	48	47	63	39	1
1	1*1*2*1*1*1	2178	1	1	1	2	1	1	1	Ballens	66	92	120	64	1
1	1*1*2*1*1*1	2193	1	1	1	2	1	1	1	Orny	94	106	81	53	1
1	1*1*2*1*1*1	2168	1	1	1	2	1	1	1	Suchy	95	107	103	40	1
1	1*1*2*1*1*1	2386	1	1	1	2	1	1	1	Belmont-sur-Yverdon	69	68	73	37	1
1	1*1*2*1*1*1	2309	1	1	1	2	1	1	1	Curtilles	73	63	85	56	1
1	1*1*2*1*1*1	2271	1	1	1	2	1	1	1	Champvent	72	94	93	40	1
1	1*1*2*1*1*1	2253	1	1	1	2	1	1	1	Combremont-le-Grand	89	67	92	60	1
1	1*1*2*1*1*1	2319	1	1	1	2	1	1	1	Mollens (VD)	69	81	85	37	1
1	1*1*2*1*1*1	2152	1	1	1	2	1	1	1	La Chaux (Cossonay)	103	98	120	31	1
1	1*1*2*1*1*1	2254	1	1	1	2	1	1	1	Cronay	77	70	101	60	1
1	1*2*1*1*1*1	2437	1	1	2	1	1	1	1	Eisten	60	62	65	39	4
1	1*2*1*1*1*1	2750	1	1	2	1	1	1	1	Chandolin	15	26	42	12	4
1	1*2*1*1*1*1	2555	1	1	2	1	1	1	1	Ergisch	45	51	45	35	4
1	1*2*1*1*1*1	2234	1	1	2	1	1	1	1	Finhaut	74	80	103	61	4
1	1*2*1*1*1*1	2261	1	1	2	1	1	1	1	Ried-Morel	80	79	97	48	4
1	1*2*1*1*1*1	2509	1	1	2	1	1	1	1	Saint-Jean	40	54	61	41	4
1	1*2*1*1*1*1	2161	1	1	2	1	1	1	1	Marchissy	105	96	96	51	4
1	1*2*1*1*1*1	2462	1	1	2	1	1	1	1	Berolle	68	65	62	17	4
1	1*2*1*1*1*1	2665	1	1	2	1	1	1	1	Trient	37	41	30	22	4
1	1*2*1*2*1*1	2231	1	1	2	1	2	1	1	Saint-Luc	92	85	100	42	5
1	1*2*1*2*1*1	2678	1	1	2	1	2	1	1	Oberems	31	38	34	22	5
1	1*2*1*2*1*1	2143	1	1	2	1	2	1	1	Reckingen (VS)	92	92	100	72	5
1	1*2*1*2*1*1	2165	1	1	2	1	2	1	1	Corbeyrier	51	65	117	114	5
1	1*2*1*2*1*1	2301	1	1	2	1	2	1	1	Blatten	50	79	79	73	5
1	1*2*1*2*1*1	2347	1	1	2	1	2	1	1	Oberwald	59	64	86	51	5
1	1*2*1*2*1*1	2606	1	1	2	1	2	1	1	Binn	27	38	54	36	5
1	1*2*1*2*1*1	2195	1	1	2	1	2	1	1	Simplon	86	83	107	57	5
1	1*2*1*3*1*1	2465	1	1	2	1	3	1	1	Bourg-Saint-Pierre	48	70	63	31	4
1	1*2*2*1*1*1	2212	1	1	2	2	1	1	1	Mont-la-Ville	90	80	99	59	3
1	1*3*1*2*1*1	2789	1	1	3	1	2	1	1	Zwischbergen	20	23	23	12	6
1	10*1*1*1*1*1	192	1	10	1	1	1	1	1	Chene-Bourg	1686	2174	2397	964	7
1	10*1*1*1*1*2	177	1	10	1	1	1	1	2	Bussigny-pres-Lausanne	1980	2379	2474	665	7
1	10*1*1*1*2*1	143	1	10	1	1	1	2	1	Veyrier	2398	2257	2955	1282	7
1	10*1*1*1*2*1	174	1	10	1	1	1	2	1	Epalinges	1791	2074	2662	989	7
1	10*1*1*1*2*1	160	1	10	1	1	1	2	1	Le Grand-Saconnex	1830	2265	2925	1094	7
1	10*1*2*1*2*1	158	1	10	1	2	1	2	1	Lutry	1800	2001	3045	1424	5
1	10*1*3*1*2*2	187	1	10	1	3	1	2	2	Payerne	1724	2089	2261	1220	8
1	10*2*1*2*2*1	176	1	10	2	1	2	2	1	Naters	1811	2013	2488	1203	7
1	10*2*2*1*2*3	162	1	10	2	2	1	2	3	Aigle	2088	2182	2449	1236	8
1	11*1*1*1*2*1	121	1	11	1	1	1	2	1	Chene-Bougeries	2209	2208	3434	1908	8
1	11*1*1*1*2*1	103	1	11	1	1	1	2	1	Prilly	2032	3311	3458	2154	8
1	11*1*1*1*2*1	116	1	11	1	1	1	2	1	Versoix	2914	2785	3451	1159	8
1	11*1*1*1*2*1	118	1	11	1	1	1	2	1	La Tour-de-Peilz	2093	2625	3450	2062	8
1	11*1*1*1*2*2	119	1	11	1	1	1	2	2	Ecublens (VD)	2320	3548	3309	1050	8
1	11*1*2*1*2*1	139	1	11	1	2	1	2	1	Bernex	2203	2551	3176	1146	4
1	11*1*2*1*2*2	123	1	11	1	2	1	2	2	Gland	2716	3418	2923	606	8
1	11*2*1*1*2*2	94	1	11	2	1	1	2	2	Brig-Glis	2836	3353	3692	1709	8
1	12*1*1*1*2*1	87	1	12	1	1	1	2	1	Thonex	3057	3156	4116	1812	8
1	12*1*1*1*2*2	70	1	12	1	1	1	2	2	Morges	2940	4388	4408	2418	8
1	12*1*2*1*2*3	69	1	12	1	2	1	2	3	Sierre	3156	3943	4918	2300	8
1	12*2*1*1*2*3	75	1	12	2	1	1	2	3	Monthey	3359	4170	4509	1895	3
1	12*2*2*1*2*3	67	1	12	2	2	1	2	3	Martigny	3419	4288	4522	2132	9
1	13*1*1*1*1*2	39	1	13	1	1	1	1	2	Carouge (GE)	3772	6102	5354	2362	8
1	13*1*1*1*2*1	51	1	13	1	1	1	2	1	Vevey	3541	5207	4713	2741	9
1	13*1*1*1*2*1	53	1	13	1	1	1	2	1	Pully	3107	4066	5705	3156	9
1	13*1*1*1*2*1	48	1	13	1	1	1	2	1	Onex	3716	4854	5449	2400	9
1	13*1*1*1*2*2	52	1	13	1	1	1	2	2	Nyon	3747	5276	5183	1976	8
1	13*1*1*1*2*2	34	1	13	1	1	1	2	2	Renens (VD)	4116	6224	5696	2370	8
1	13*1*2*1*2*2	31	1	13	1	2	1	2	2	Meyrin	4424	5800	7121	2203	8
1	14*1*1*1*2*2	17	1	14	1	1	1	2	2	Vernier	7519	8926	9493	3621	9
1	14*1*1*1*2*2	22	1	14	1	1	1	2	2	Lancy	5797	7681	8429	3781	9
1	14*1*2*1*2*2	24	1	14	1	2	1	2	2	Yverdon-les-Bains	5796	7279	7126	4175	9
1	14*1*3*1*2*3	19	1	14	1	3	1	2	3	Sion	6732	7998	8492	3949	10
1	14*2*1*1*2*1	26	1	14	2	1	1	2	1	Montreux	4790	6615	6931	4118	8
1	17*1*1*1*3*2	2	1	17	1	1	1	3	2	Geneve	32429	60074	57063	28398	10
1	17*2*2*1*3*2	5	1	17	2	2	1	3	2	Lausanne	24291	44202	35421	21000	10
1	2*1*1*1*1*1	1814	1	2	1	1	1	1	1	Poliez-Pittet	144	181	173	45	11
1	2*1*1*1*1*1	1980	1	2	1	1	1	1	1	Vucherens	111	125	145	63	11
1	2*1*1*1*1*1	2077	1	2	1	1	1	1	1	Allaman	93	107	142	50	11
1	2*1*1*1*1*1	1739	1	2	1	1	1	1	1	Buchillon	149	134	230	91	11
1	2*1*1*1*1*1	2106	1	2	1	1	1	1	1	Montpreveyres	93	122	115	43	11
1	2*1*1*1*1*1	1942	1	2	1	1	1	1	1	Veysonnaz	104	134	156	73	11
1	2*1*1*1*1*1	1774	1	2	1	1	1	1	1	Lussy-sur-Morges	170	124	207	77	11
1	2*1*1*1*1*1	1570	1	2	1	1	1	1	1	Aire-la-Ville	223	190	268	55	11
1	2*1*1*1*1*1	1949	1	2	1	1	1	1	1	Bratsch	106	148	145	65	11
1	2*1*1*1*1*1	1782	1	2	1	1	1	1	1	Niedergesteln	156	170	184	63	11
1	2*1*1*1*1*1	1653	1	2	1	1	1	1	1	Lully (VD)	205	146	253	59	11
1	2*1*1*1*1*1	2112	1	2	1	1	1	1	1	Gy	133	78	120	39	11
1	2*1*1*1*1*1	1789	1	2	1	1	1	1	1	Rennaz	141	218	153	53	11
1	2*1*1*1*1*1	1747	1	2	1	1	1	1	1	Daillens	161	152	223	62	11
1	2*1*1*1*1*1	1817	1	2	1	1	1	1	1	Laconnex	139	112	232	57	11
1	2*1*1*1*1*1	1713	1	2	1	1	1	1	1	Les Cullayes	189	136	238	65	11
1	2*1*1*1*1*1	1793	1	2	1	1	1	1	1	Bretigny-sur-Morrens	150	184	183	46	11
1	2*1*1*1*1*1	1861	1	2	1	1	1	1	1	Chamblon	146	115	199	53	11
1	2*1*1*1*1*1	2119	1	2	1	1	1	1	1	Kippel	82	96	116	74	11
1	2*1*1*1*1*1	1770	1	2	1	1	1	1	1	Denens	165	154	196	66	11
1	2*1*1*1*1*1	1988	1	2	1	1	1	1	1	Montherod	115	132	142	50	11
1	2*1*1*1*1*1	1744	1	2	1	1	1	1	1	Villars-Sainte-Croix	143	156	239	64	11
1	2*1*1*1*1*1	1746	1	2	1	1	1	1	1	Celigny	168	149	200	82	11
1	2*1*1*1*1*1	2030	1	2	1	1	1	1	1	Guttet-Feschel	112	100	115	83	11
1	2*1*1*1*1*1	2004	1	2	1	1	1	1	1	Bellwald	110	113	133	71	11
1	2*1*1*1*1*1	1842	1	2	1	1	1	1	1	Bellerive (VD)	98	132	178	120	11
1	2*1*1*1*1*1	2020	1	2	1	1	1	1	1	Vuiteboeuf	130	140	110	37	11
1	2*1*1*1*1*1	1711	1	2	1	1	1	1	1	Saint-Barthelemy (VD)	197	191	193	48	11
1	2*1*1*1*1*1	1982	1	2	1	1	1	1	1	Romanel-sur-Morges	129	122	147	43	11
1	2*1*1*1*1*1	1725	1	2	1	1	1	1	1	Presinge	164	138	190	122	11
1	2*1*1*1*1*1	2118	1	2	1	1	1	1	1	Coinsins	94	101	136	37	11
