DOMAINVALUE,STRATUM,PROGR,REG,X1,X2,X3,X4,X5,X6,ID,Y1,Y2,Y3,Y4,LABEL,STRATO,WEIGHTS
2,2*2*2*2*1*1,1572,2,2,2,2,2,1,1,Les Verrieres,199,195,209,132,10,10,1
2,12*1*1*1*2*1,85,2,12,1,1,1,2,1,Muri bei Bern,2288,2725,4977,2581,10,10,1
2,6*2*3*1*1*1,618,2,6,2,3,1,1,1,Lauperswil,703,733,816,429,11,11,3.5
2,6*2*3*1*1*1,486,2,6,2,3,1,1,1,Schupfen,844,967,1096,411,11,11,3.5
2,8*2*1*1*1*1,287,2,8,2,1,1,1,1,Unterseen,1078,1423,1675,1025,12,12,1.3
2,7*3*2*3*2*1,389,2,7,3,2,3,2,1,Grindelwald,857,1305,1242,665,12,12,1.3
2,5*2*3*1*1*1,791,2,5,2,3,1,1,1,Wynigen,536,572,600,329,12,12,1.3
2,15*2*1*1*2*2,16,2,15,2,1,1,2,2,Neuchatel,6356,11204,9576,5778,12,12,1.3
2,2*3*2*2*1*1,1714,2,2,3,2,2,1,1,Habkern,153,170,183,118,12,12,1.3
2,13*1*1*1*2*1,61,2,13,1,1,1,2,1,Ostermundigen,3041,4619,5444,2348,12,12,1.3
2,5*2*3*1*1*1,820,2,5,2,3,1,1,1,Rueggisberg,509,498,608,324,12,12,1.3
2,4*2*3*1*1*1,980,2,4,2,3,1,1,1,Heimiswil,362,448,463,270,12,12,1.3
2,15*2*1*1*2*3,9,2,15,2,1,1,2,3,Biel (BE),9127,14825,15140,9563,12,12,1.3
2,3*3*1*2*1*1,1381,2,3,3,1,2,1,1,Innertkirchen,225,207,320,184,12,12,1.3
2,17*2*3*1*3*3,4,2,17,2,3,1,3,3,Bern,19399,44263,39397,25575,13,13,1
2,2*1*2*1*1*1,1850,2,2,1,2,1,1,1,Kienberg,153,147,160,62,14,14,98
2,2*1*1*1*1*1,1870,2,2,1,1,1,1,1,Kleinbosingen,133,141,196,36,14,14,98
2,5*1*3*1*1*1,808,2,5,1,3,1,1,1,Rapperswil (BE),502,532,656,300,15,15,11.6666666666667
2,2*2*1*1*1*1,1756,2,2,2,1,1,1,1,Saint-Sulpice (NE),162,172,177,79,15,15,11.6666666666667
2,8*1*2*1*1*1,324,2,8,1,2,1,1,1,Bettlach,1096,1325,1612,688,15,15,11.6666666666667
2,2*2*1*2*1*1,1673,2,2,2,1,2,1,1,Schattenhalb,147,163,202,142,16,16,2.5
2,2*2*1*2*1*1,1998,2,2,2,1,2,1,1,Iseltwald,99,117,136,82,16,16,2.5
2,3*1*2*1*1*1,1351,2,3,1,2,1,1,1,Messen,256,294,293,125,17,17,24
2,4*2*2*1*1*1,971,2,4,2,2,1,1,1,Le Noirmont,401,397,525,238,17,17,24
2,3*1*2*1*1*1,1477,2,3,1,2,1,1,1,Sorens,212,232,233,159,17,17,24
2,3*2*1*2*1*1,1232,2,3,2,1,2,1,1,Kandersteg,248,286,402,201,18,18,2
2,3*2*1*2*1*1,1373,2,3,2,1,2,1,1,Kandergrund,191,308,323,123,18,18,2
2,7*1*1*1*1*1,439,2,7,1,1,1,1,1,Kehrsatz,863,1030,1288,529,19,19,7
2,7*1*1*1*1*1,411,2,7,1,1,1,1,1,Corcelles-Cormondreche,923,1035,1237,719,19,19,7
2,4*1*1*1*1*2,1054,2,4,1,1,1,1,2,Lyssach,363,364,474,190,20,20,2.5
2,3*3*2*2*1*1,1404,2,3,3,2,2,1,1,Gsteig,217,267,266,161,20,20,2.5
2,4*3*2*3*1*1,966,2,4,3,2,3,1,1,Charmey,409,404,467,294,21,21,18
2,6*3*2*3*1*1,549,2,6,3,2,3,1,1,Zweisimmen,643,695,1005,627,21,21,18
2,5*1*1*1*1*2,681,2,5,1,1,1,1,2,Studen,568,687,901,231,22,22,3.5
2,5*1*1*1*1*2,711,2,5,1,1,1,1,2,Givisiez,535,905,622,229,22,22,3.5
2,9*2*2*1*2*1,246,2,9,2,2,1,2,1,Bolligen,1246,1233,2363,1051,23,23,2.5
2,8*1*2*1*2*1,335,2,8,1,2,1,2,1,Konolfingen,1080,1258,1498,770,23,23,2.5
2,7*1*1*1*1*2,425,2,7,1,1,1,1,2,Aarberg,897,1148,1209,548,24,24,5
2,7*1*1*1*1*2,453,2,7,1,1,1,1,2,Marin-Epagnier,838,990,1339,444,24,24,5
2,6*1*3*1*1*1,559,2,6,1,3,1,1,1,Ins,732,829,861,525,25,25,1
2,6*1*3*1*1*1,520,2,6,1,3,1,1,1,Bosingen,917,882,1056,262,25,25,1
2,6*2*3*2*1*1,648,2,6,2,3,2,1,1,Mumliswil-Ramiswil,710,667,760,416,26,26,1
2,7*1*1*1*2*2,351,2,7,1,1,1,2,2,Estavayer-le-Lac,1275,1237,1333,592,27,27,1
2,7*1*2*1*1*1,398,2,7,1,2,1,1,1,Jegenstorf,934,1082,1475,508,28,28,2.5
2,7*1*2*1*1*1,454,2,7,1,2,1,1,1,Bevaix,902,927,1224,550,28,28,2.5
2,8*1*1*1*1*1,282,2,8,1,1,1,1,1,Urtenen,1192,1752,1759,592,29,29,1.5
2,8*1*1*1*1*1,307,2,8,1,1,1,1,1,Colombier (NE),1184,1270,1724,719,29,29,1.5
2,8*1*1*1*1*2,338,2,8,1,1,1,1,2,Wangen bei Olten,996,1280,1465,838,30,30,4
2,8*1*1*1*1*2,262,2,8,1,1,1,1,2,Heimberg,1380,1602,1841,706,30,30,4
2,8*2*2*1*1*1,280,2,8,2,2,1,1,1,Boudry,1273,1579,1772,687,31,31,1.5
2,8*3*3*2*2*2,281,2,8,3,3,2,2,2,Sumiswald,1392,1382,1563,970,31,31,1.5
2,9*3*3*3*2*2,199,2,9,3,3,3,2,2,Saanen,1679,2140,2031,1064,32,32,1
2,8*2*2*1*2*2,257,2,8,2,2,1,2,2,Balsthal,1377,1569,1707,921,32,32,1
2,8*2*2*2*2*2,323,2,8,2,2,2,2,2,Meiringen,1128,1289,1492,814,33,33,1
3,1*1*1*1*1*1,2537,3,1,1,1,1,1,1,Bobikon,58,45,62,18,1,1,7.6
3,1*1*1*1*1*1,2412,3,1,1,1,1,1,1,Roggenburg,49,76,75,35,1,1,7.6
3,1*1*1*1*1*1,2256,3,1,1,1,1,1,1,Lauwil,77,75,102,53,1,1,7.6
3,1*1*1*1*1*1,2170,3,1,1,1,1,1,1,Wislikofen,92,87,127,38,1,1,7.6
3,1*1*1*1*1*1,2191,3,1,1,1,1,1,1,Wittinsburg,91,106,97,41,1,1,7.6
3,11*1*1*1*1*2,138,3,11,1,1,1,1,2,Spreitenbach,2271,3030,3087,739,2,2,1.5
3,11*1*1*1*1*2,111,3,11,1,1,1,1,2,Birsfelden,1724,3101,3450,2154,2,2,1.5
3,10*1*1*1*2*1,173,3,10,1,1,1,2,1,Obersiggenthal,1625,2187,2539,1210,3,3,1.5
3,10*1*2*1*2*1,154,3,10,1,2,1,2,1,Therwil,1885,2312,3027,1210,3,3,1.5
3,10*1*1*1*2*2,149,3,10,1,1,1,2,2,Arlesheim,1772,2143,3055,1658,4,4,3
3,10*1*1*1*2*2,172,3,10,1,1,1,2,2,Lenzburg,1649,2236,2441,1242,4,4,3
3,12*1*1*1*2*1,74,3,12,1,1,1,2,1,Binningen,2510,3692,4950,2825,5,5,5.66666666666667
3,6*1*1*1*1*1,636,3,6,1,1,1,1,1,Hausen bei Brugg,618,863,840,282,5,5,5.66666666666667
3,11*1*1*1*2*2,92,3,11,1,1,1,2,2,Munchenstein,2440,3030,3888,2344,5,5,5.66666666666667
3,13*1*1*1*2*1,30,3,13,1,1,1,2,1,Riehen,4039,4191,7097,5043,6,6,3
3,9*1*1*1*2*2,204,3,9,1,1,1,2,2,Oberentfelden,1577,2027,2251,885,6,6,3
3,7*1*1*1*1*2,410,3,7,1,1,1,1,2,Kaiseraugst,852,1136,1400,529,7,7,4.5
3,12*1*2*1*2*2,78,3,12,1,2,1,2,2,Wohlen (AG),3303,3862,4284,1880,7,7,4.5
3,12*2*1*1*2*2,81,3,12,2,1,1,2,2,Liestal,2781,3932,4153,2064,8,8,1
3,13*1*1*1*2*2,60,3,13,1,1,1,2,2,Aarau,2855,4718,4923,2974,9,9,1
3,17*1*1*1*3*3,3,3,17,1,1,1,3,3,Basel,28161,50349,53734,34314,9,9,1
3,13*2*1*1*2*2,50,3,13,2,1,1,2,2,Baden,3211,5656,5191,2212,9,9,1
3,13*1*1*1*2*2,35,3,13,1,1,1,2,2,Reinach (BL),3554,4835,6849,3085,9,9,1
3,13*1*1*1*2*2,36,3,13,1,1,1,2,2,Allschwil,3284,4875,6506,3466,9,9,1
3,2*1*1*1*1*1,1643,3,2,1,1,1,1,1,Eggenwil,180,179,257,53,10,10,16.25
3,2*1*1*1*1*1,2033,3,2,1,1,1,1,1,Leimbach (AG),97,107,141,64,10,10,16.25
3,2*1*1*1*1*1,1663,3,2,1,1,1,1,1,Bozen,205,182,204,66,10,10,16.25
3,2*1*2*1*1*1,1787,3,2,1,2,1,1,1,Eptingen,145,148,195,78,10,10,16.25
3,3*1*1*1*1*1,1353,3,3,1,1,1,1,1,Tegerfelden,260,262,329,114,11,11,19
3,3*1*1*1*1*1,1249,3,3,1,1,1,1,1,Durrenasch,303,296,360,156,11,11,19
3,4*1*1*1*1*1,1061,3,4,1,1,1,1,1,Riniken,343,376,490,160,12,12,33
3,3*1*2*1*1*1,1376,3,3,1,2,1,1,1,Beinwil (Freiamt),297,255,280,110,12,12,33
3,3*2*2*1*1*1,1387,3,3,2,2,1,1,1,Langenbruck,244,248,325,112,13,13,4
3,3*2*1*1*1*1,1224,3,3,2,1,1,1,1,Liesberg,275,309,373,192,13,13,4
3,9*1*2*1*2*2,200,3,9,1,2,1,2,2,Rothrist,1618,1839,2381,1031,14,14,9.5
3,8*1*1*1*1*2,265,3,8,1,1,1,1,2,Menziken,1429,1601,1647,834,14,14,9.5
3,5*1*1*1*1*1,665,3,5,1,1,1,1,1,Niederrohrdorf,591,682,871,299,15,15,14.5
3,6*2*2*1*1*1,601,3,6,2,2,1,1,1,Murgenthal,691,742,871,437,15,15,14.5
3,6*1*2*1*1*1,534,3,6,1,2,1,1,1,Magden,789,702,1167,385,16,16,2.5
3,6*1*2*1*1*1,616,3,6,1,2,1,1,1,Unterkulm,683,735,916,356,16,16,2.5
3,8*1*2*1*1*2,294,3,8,1,2,1,1,2,Villmergen,1256,1566,1605,652,17,17,1.5
3,8*1*1*1*1*1,302,3,8,1,1,1,1,1,Fislisbach,1118,1553,1688,615,17,17,1.5
4,1*1*1*1*1*1,2323,4,1,1,1,1,1,1,Volken,77,83,76,32,1,1,1.5
4,14*1*1*1*2*2,29,4,14,1,1,1,2,2,Dietikon,4549,6828,6990,2986,1,1,1.5
4,10*1*2*1*1*2,171,4,10,1,2,1,1,2,Niederhasli,1965,2485,2589,550,2,2,1.5
4,10*1*1*1*2*1,193,4,10,1,1,1,2,1,Kilchberg (ZH),1239,1882,2649,1427,2,2,1.5
4,11*1*1*1*2*2,106,4,11,1,1,1,2,2,Ruti (ZH),2571,3212,3430,1591,3,3,4.71428571428571
4,7*2*2*1*1*1,384,4,7,2,2,1,1,1,Turbenthal,1170,1084,1333,504,3,3,4.71428571428571
4,12*1*2*1*2*3,62,4,12,1,2,1,2,3,Regensdorf,3280,5040,5176,1602,3,3,4.71428571428571
4,8*1*1*1*1*1,285,4,8,1,1,1,1,1,Greifensee,1328,1552,1855,507,3,3,4.71428571428571
4,14*1*2*1*2*2,27,4,14,1,2,1,2,2,Dubendorf,4241,7531,7485,2959,3,3,4.71428571428571
4,6*1*2*1*1*2,478,4,6,1,2,1,1,2,Rafz,967,992,1040,396,3,3,4.71428571428571
4,13*2*2*1*2*2,40,4,13,2,2,1,2,2,Horgen,3600,5226,5949,2657,3,3,4.71428571428571
4,11*2*3*1*2*2,134,4,11,2,3,1,2,2,Hinwil,2250,2577,3121,1209,4,4,5.5
4,7*2*3*1*1*1,378,4,7,2,3,1,1,1,Baretswil,1116,1141,1462,453,4,4,5.5
4,11*1*2*1*2*1,96,4,11,1,2,1,2,1,Meilen,2168,3143,4093,2076,4,4,5.5
4,9*1*2*1*2*1,237,4,9,1,2,1,2,1,Durnten,1529,1690,2010,853,4,4,5.5
4,7*1*2*1*1*1,463,4,7,1,2,1,1,1,Glattfelden,925,1016,1213,390,4,4,5.5
4,6*1*2*1*1*1,600,4,6,1,2,1,1,1,Steinmaur,613,812,1033,284,4,4,5.5
4,2*1*2*1*1*1,1628,4,2,1,2,1,1,1,Waltalingen,229,176,209,70,5,5,4.125
4,5*1*2*1*1*1,886,4,5,1,2,1,1,1,Brutten,428,492,651,203,5,5,4.125
4,5*1*2*1*1*1,833,4,5,1,2,1,1,1,Hirzel,527,470,657,246,5,5,4.125
4,2*1*1*1*1*1,2034,4,2,1,1,1,1,1,Humlikon,107,100,158,43,5,5,4.125
4,5*1*2*1*1*1,865,4,5,1,2,1,1,1,Marthalen,464,478,602,259,5,5,4.125
4,2*1*2*1*1*1,1599,4,2,1,2,1,1,1,Rifferswil,204,166,251,93,5,5,4.125
4,2*1*1*1*1*1,1803,4,2,1,1,1,1,1,Maschwanden,152,165,163,73,5,5,4.125
4,2*1*1*1*1*1,1838,4,2,1,1,1,1,1,Dattlikon,138,130,200,61,5,5,4.125
4,16*3*3*1*3*3,6,4,16,3,3,1,3,3,Winterthur,18942,28958,27696,14887,6,6,1
4,18*3*2*1*3*3,1,4,18,3,2,1,3,3,Zurich,57324,131422,108178,66349,6,6,1
4,14*2*3*1*2*2,18,4,14,2,3,1,2,2,Uster,6341,9001,9564,3665,6,6,1
4,8*1*2*1*1*1,329,4,8,1,2,1,1,1,Fehraltorf,1222,1452,1654,359,7,7,14
4,8*1*2*1*1*1,349,4,8,1,2,1,1,1,Nurensdorf,1006,1221,1743,505,7,7,14
4,3*1*2*1*1*1,1338,4,3,1,2,1,1,1,Bertschikon,267,242,361,115,7,7,14
4,6*1*1*1*1*1,526,4,6,1,1,1,1,1,Bachenbulach,654,937,1197,295,8,8,10.5
4,6*1*1*1*1*1,571,4,6,1,1,1,1,1,Eglisau,682,749,1043,419,8,8,10.5
5,1*1*1*1*1*1,2820,5,1,1,1,1,1,1,Patzen-Fardun,24,15,14,11,1,1,19
5,2*2*1*1*1*1,1825,5,2,2,1,1,1,1,Flasch,145,165,169,56,1,1,19
5,1*1*1*1*1*1,2761,5,1,1,1,1,1,1,Uors-Peiden,22,14,29,25,1,1,19
5,1*1*1*1*1*1,2785,5,1,1,1,1,1,1,Tenna,19,16,26,18,1,1,19
5,1*1*1*1*1*1,2225,5,1,1,1,1,1,1,Tumegl/Tomils,105,79,83,54,1,1,19
5,8*3*3*2*2*1,299,5,8,3,3,2,2,1,Ebnat-Kappel,1340,1216,1535,916,2,2,4.71428571428571
5,1*1*1*2*1*1,2854,5,1,1,1,2,1,1,Innerferrera,15,10,15,9,2,2,4.71428571428571
5,5*2*3*1*1*1,880,5,5,2,3,1,1,1,Schleitheim,481,410,564,324,2,2,4.71428571428571
5,6*1*2*1*1*1,497,5,6,1,2,1,1,1,Tagerwilen,892,883,1024,474,2,2,4.71428571428571
5,1*1*1*2*1*1,2440,5,1,1,1,2,1,1,Tschiertschen,49,48,85,43,2,2,4.71428571428571
5,4*2*2*1*1*1,1110,5,4,2,2,1,1,1,Wilchingen,373,299,437,192,2,2,4.71428571428571
5,6*1*2*1*1*1,546,5,6,1,2,1,1,1,Zizers,732,837,1000,414,2,2,4.71428571428571
5,5*1*2*1*1*1,678,5,5,1,2,1,1,1,Mullheim,715,695,748,240,3,3,10
5,1*1*1*3*1*1,2484,5,1,1,1,3,1,1,Bivio,36,52,69,47,3,3,10
5,8*1*2*1*1*2,339,5,8,1,2,1,1,2,Munchwilen (TG),1264,1380,1313,596,4,4,8
5,8*1*2*1*1*2,293,5,8,1,2,1,1,2,Eschenbach (SG),1503,1458,1533,589,4,4,8
