DOM1	AGGR_STRATUM	X1	X2	X3	X4	X5	X6
4	5	5	1	2	1	1	1
4	5	8	1	2	1	2	1
4	5	12	2	2	1	2	2
4	5	13	1	2	1	2	2
4	6	14	2	3	1	2	2
4	6	16	3	3	1	3	3
4	6	18	3	2	1	3	3
4	7	3	1	1	1	1	1
4	7	3	1	2	1	1	1
4	7	4	1	1	1	1	1
4	7	4	1	2	1	1	1
4	7	6	1	1	1	1	2
4	7	8	1	2	1	1	1
4	7	8	1	2	1	1	2
4	7	8	1	2	1	2	2
4	8	5	1	1	1	1	1
4	8	6	1	1	1	1	1
4	8	6	2	2	1	1	1
4	8	7	1	1	1	1	2
4	8	7	2	2	1	1	2
4	8	8	1	1	1	2	1
5	1	1	1	1	1	1	1
5	1	2	2	1	1	1	1
5	1	4	2	2	3	1	1
5	1	6	1	1	1	1	1
5	1	6	2	1	2	1	1
5	2	1	1	1	2	1	1
5	2	4	2	2	1	1	1
5	2	5	2	2	2	1	1
5	2	5	2	3	1	1	1
5	2	6	1	2	1	1	1
5	2	7	1	3	1	1	1
5	2	8	3	2	2	1	1
5	2	8	3	3	2	2	1
5	2	10	2	3	1	2	2
5	3	1	1	1	3	1	1
5	3	2	3	1	3	1	1
5	3	5	1	2	1	1	1
5	3	6	2	3	1	1	1
5	3	6	2	3	2	1	1
5	4	1	1	2	3	1	1
5	4	2	1	2	1	1	1
5	4	3	2	1	3	1	1
5	4	4	2	1	2	1	1
5	4	4	3	2	3	1	1
5	4	6	2	2	1	1	2
5	4	8	1	2	1	1	2
5	5	1	2	1	1	1	1
5	5	1	2	1	2	1	1
5	5	1	2	1	3	1	1
5	5	2	3	1	1	1	1
5	5	3	3	2	2	1	1
5	5	4	1	3	1	1	1
5	5	5	2	1	2	1	2
5	5	5	2	2	1	1	1
5	5	6	2	2	2	1	2
5	5	7	1	3	1	1	2
5	5	9	1	2	1	2	1
5	5	9	2	3	2	2	2
5	6	1	2	2	1	1	1
5	6	1	3	1	1	1	1
5	6	1	3	2	3	1	1
5	6	7	2	2	1	1	1
5	6	10	1	1	1	1	1
5	6	10	1	1	1	2	2
5	6	10	1	2	1	1	2
5	6	10	1	2	1	2	1
5	6	10	1	2	1	2	2
5	6	10	1	3	1	2	2
5	7	5	3	2	3	1	1
5	7	7	2	1	1	1	2
5	7	9	1	1	1	2	1
5	7	10	3	3	3	2	2
5	7	11	1	2	1	2	2
5	7	14	2	3	1	2	3
5	8	2	1	2	2	1	1
5	8	6	3	2	3	1	1
5	8	8	2	2	2	1	1
5	8	8	3	2	2	1	2
5	8	11	1	1	1	2	2
5	8	11	3	3	3	2	2
5	8	13	2	2	1	2	2
5	9	9	2	2	1	1	2
5	9	11	1	3	1	2	2
5	9	11	2	3	1	2	2
5	9	12	1	1	1	2	2
5	9	13	1	1	1	2	2
5	9	13	1	3	1	2	2
5	9	13	2	3	1	2	2
5	10	12	1	2	1	2	2
5	11	15	2	2	1	2	3
5	11	16	2	3	1	3	3
5	12	2	1	1	1	1	1
5	12	2	2	1	2	1	1
5	12	2	2	2	1	1	1
5	12	2	3	1	2	1	1
5	12	2	3	2	2	1	1
5	12	2	3	2	3	1	1
5	12	3	1	1	1	1	1
5	12	3	1	2	1	1	1
5	12	3	2	1	2	1	1
5	12	4	2	1	1	1	1
5	12	4	3	1	1	1	1
5	12	6	1	3	1	1	1
5	12	7	1	1	1	1	2
5	12	7	2	2	2	1	2
5	12	7	2	3	2	1	1
5	13	3	1	3	1	1	1
5	13	3	2	1	1	1	1
5	13	3	2	2	1	1	1
5	13	7	1	2	1	1	2
5	13	7	1	3	1	2	1
5	13	8	1	1	1	1	2
5	14	3	2	2	2	1	1
5	14	3	2	2	3	1	1
5	14	3	3	1	1	1	1
5	14	4	1	2	1	1	1
5	14	4	2	1	3	1	1
5	14	4	2	2	2	1	1
5	14	5	1	1	1	1	1
5	14	6	1	2	1	1	2
5	14	6	3	2	2	1	1
5	14	6	3	3	1	1	1
5	14	7	1	2	1	1	1
5	14	8	1	3	1	2	1
5	14	9	1	2	1	2	2
5	15	3	2	3	1	1	1
5	15	3	3	2	3	1	1
5	15	4	2	3	1	1	1
5	15	5	2	1	1	1	1
5	15	7	1	1	1	1	1
5	15	8	3	3	3	2	2
5	15	9	1	1	1	2	2
5	16	4	1	1	1	1	1
5	16	4	3	1	3	1	1
5	16	4	3	2	2	1	1
5	16	5	2	1	2	1	1
5	16	5	2	3	2	1	1
5	16	5	3	3	2	1	1
5	16	6	2	1	1	1	1
5	16	6	2	2	1	1	1
5	16	6	2	2	2	2	1
5	16	7	2	1	2	1	2
5	16	7	2	2	2	1	1
5	16	7	3	2	3	2	1
5	16	8	1	2	1	2	1
5	16	8	1	2	1	2	2
5	17	5	1	3	1	1	1
5	17	5	3	2	2	1	1
5	17	6	2	1	2	1	2
5	17	8	1	1	2	2	1
5	18	5	3	1	1	1	1
5	18	6	1	1	1	1	2
5	18	8	2	2	2	2	1
5	18	8	2	3	1	2	2
6	1	1	1	1	1	1	1
6	1	1	2	1	1	1	1
6	1	3	2	1	2	1	1
6	1	4	1	1	1	1	1
6	1	5	1	2	1	1	1
6	1	5	1	2	1	1	2
6	1	6	1	2	1	1	2
6	1	6	2	3	1	1	2
6	1	7	1	2	1	1	2
6	1	7	2	1	1	1	2
6	1	7	2	2	2	1	1
6	1	7	3	2	2	1	1
6	1	7	3	3	2	1	1
6	1	8	2	2	1	1	2
6	1	12	1	2	1	2	1
6	2	1	1	1	2	1	1
6	2	3	1	2	1	1	1
6	2	7	2	2	1	1	1
6	3	1	1	1	3	1	1
6	3	6	1	2	1	1	1
6	4	1	2	1	2	1	1
6	4	9	2	2	1	2	1
6	4	16	1	1	1	2	2
6	5	8	3	2	2	1	2
6	5	9	1	1	1	2	1
6	5	9	2	3	1	2	2
6	5	10	1	1	1	1	2
6	5	10	1	1	1	2	2
6	5	10	1	2	1	1	2
6	5	10	1	2	1	2	2
6	5	10	2	2	1	1	2
6	5	10	2	2	1	2	1
6	5	11	1	1	1	2	1
6	5	11	3	3	2	2	2
6	6	2	2	2	1	1	1
6	6	4	2	3	2	1	1
6	6	5	2	2	2	1	1
6	6	8	1	2	1	1	1
6	6	8	2	2	1	1	1
6	6	8	2	3	1	1	1
6	6	9	1	1	1	1	1
6	6	11	2	3	1	2	2
6	6	12	1	2	1	2	2
6	6	12	1	3	1	2	2
6	6	12	3	3	2	2	2
6	6	13	1	2	1	2	2
6	6	14	1	2	1	2	3
6	6	14	2	2	1	2	2
6	7	13	2	3	1	2	2
6	8	2	1	1	1	1	1
6	8	2	1	2	1	1	1
6	8	2	2	1	2	1	1
6	8	2	2	2	2	1	1
6	8	2	3	3	1	1	1
6	8	4	2	3	1	1	1
6	8	4	3	2	1	1	1
6	8	5	2	3	1	1	1
6	8	5	3	2	2	1	1
6	8	6	3	3	2	2	1
6	8	7	1	1	1	1	2
6	8	7	2	3	1	1	1
6	8	9	2	3	1	2	1
6	9	2	2	1	1	1	1
6	9	2	3	1	2	1	1
6	9	3	1	1	1	1	1
6	9	4	1	3	1	1	1
6	9	4	2	1	1	1	1
6	9	4	2	1	2	1	1
6	9	4	3	3	3	2	1
6	9	5	1	3	1	1	1
6	9	5	2	2	1	1	1
6	9	6	1	1	1	1	1
6	9	6	1	3	1	1	1
6	9	6	2	2	2	1	1
6	9	6	3	3	2	1	1
6	9	7	1	2	1	2	1
6	9	7	2	3	1	2	2
6	9	7	3	2	2	2	1
6	9	7	3	2	3	1	1
6	9	8	2	3	1	2	1
6	9	8	3	3	3	2	1
6	9	9	1	3	1	1	2
6	9	9	1	3	1	2	1
6	10	3	2	1	3	1	1
6	10	3	2	2	1	1	1
6	10	4	1	2	1	1	1
6	10	5	1	1	1	1	1
6	10	6	2	2	1	1	1
6	10	8	1	1	1	1	2
6	10	8	1	3	1	1	1
6	11	3	2	2	2	1	1
6	11	3	3	3	2	1	1
6	11	4	1	1	3	1	1
6	11	4	2	2	1	1	1
6	11	5	1	1	1	1	2
6	11	5	2	1	1	1	1
6	11	5	3	2	3	1	1
6	11	7	1	2	1	1	1
6	11	8	2	1	1	1	1
6	11	9	1	2	1	1	2
7	1	1	1	1	1	1	1
7	1	1	1	1	2	1	1
7	1	5	1	1	1	1	2
7	2	1	2	1	1	1	1
7	2	1	2	1	2	1	1
7	2	1	3	1	1	1	1
7	2	4	2	1	1	1	1
7	3	3	3	1	1	1	1
7	3	3	3	1	2	1	1
7	3	9	1	1	1	2	2
7	3	10	1	1	1	1	1
7	4	5	1	1	1	1	1
7	4	10	1	1	1	2	2
7	5	12	2	2	1	2	2
7	5	13	2	1	1	2	2
7	5	14	2	1	1	2	1
7	6	2	1	1	1	1	1
7	6	2	2	1	1	1	1
7	7	2	2	1	2	1	1
7	7	6	1	1	1	1	1
7	8	2	3	1	2	1	1
7	8	3	1	1	1	1	1
7	8	3	1	1	1	1	2
7	8	3	2	1	1	1	1
7	8	3	2	1	1	1	2
7	8	4	1	1	1	1	2
7	8	7	1	1	1	1	2
7	8	7	2	1	1	1	2
7	9	4	1	1	1	1	1
7	10	4	3	1	1	1	1
7	10	6	1	1	1	1	2
7	10	8	1	1	1	1	1
7	10	8	1	1	1	2	1
7	11	4	3	1	3	1	1
7	11	5	2	1	1	1	1
7	11	7	1	1	1	1	1
7	12	9	1	1	1	1	1
7	12	9	2	1	1	2	2
7	12	9	3	1	1	2	2
7	13	9	1	1	1	2	1
